
---------- Begin Simulation Statistics ----------
simSeconds                                   0.017639                       # Number of seconds simulated (Second)
simTicks                                  17639097000                       # Number of ticks simulated (Tick)
finalTick                                 17639097000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     87.30                       # Real time elapsed on the host (Second)
hostTickRate                                202062027                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8548116                       # Number of bytes of host memory used (Byte)
simInsts                                     11356133                       # Number of instructions simulated (Count)
simOps                                       22638396                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   130088                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     259330                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         17639098                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.553266                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.643805                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        22976659                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      118                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       30368112                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  24760                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               338375                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            552725                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  82                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            17615209                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.723971                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.173121                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                   8447610     47.96%     47.96% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   2573826     14.61%     62.57% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                    996658      5.66%     68.23% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   1282730      7.28%     75.51% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   1765219     10.02%     85.53% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                   1141903      6.48%     92.01% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                    857776      4.87%     96.88% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                    360163      2.04%     98.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                    189324      1.07%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              17615209                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                  100986      4.03%      4.03% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      4.03% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      4.03% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      4.03% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      4.03% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      4.03% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      4.03% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      4.03% # attempts to use FU when none available (Count)
